modalite,Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10,Dim11,Dim12,Dim13,Dim14,Dim15,Dim16,Dim17,Dim18,Dim19,Dim20,Dim21,Dim22,Dim23,Dim24,Dim25,Dim26,Dim27,Dim28,Dim29,Dim30,Dim31,Dim32,Dim33,Dim34,Dim35,Dim36,Dim37,Dim38,Dim39,Dim40,Dim41,Dim42,Dim43,Dim44,Dim45,Dim46,Dim47,Dim48,Dim49,Dim50,Dim51,Dim52,Dim53,Dim54,Dim55,Dim56,Dim57
Fjob__at_home,0.0036264274511956652,0.03109025994535872,0.37943995280605314,0.15128647147913524,1.7710633916538714,0.436336528889445,0.41262609994505134,0.8081355820568934,0.23754931572143484,0.1801480435493701,5.322998061101359,4.112976925472058,1.9062087600110078,0.2579438844967334,0.0007563362690706387,25.03328842163076,3.7481447006117955e-05,0.04818672945795909,0.5758394764314858,0.04506886551860593,5.346694364264957,0.1968262907444152,0.6317544714941583,0.34484698981991996,0.4421668988529361,0.06795275817968173,5.570500722686314,2.5053827003924876,0.6082169581843163,0.17811780079585576,2.8779251129279086,0.2675004458573435,3.208062908972699,12.575126824336035,2.162947092812414,0.23762762819997418,7.517123971479542,2.4113010248957436,1.8048023077152562,1.4067803507505998,0.030430297289119675,1.7062311378118915,3.4541819029315977,0.02983505653178834,2.7794700446195884,0.6633041077615168,2.7826348164772226,1.1247496409956501,1.2832673598380273,7.78557663478071e-05,2.676089504957087e-06,0.0012943373860364715,0.0005474207481180465,1.2136666883464466e-06,0.0010679155466104496,1.1627906976744187,1.1627906976744213
Fjob__health,3.997544904223686,0.2176059522585768,0.10070972758730963,0.6744873916227834,0.10740932611386395,0.2955059824229377,0.3563281476915657,1.0791801864242931,0.023790019149542308,0.46381468827434563,0.7594200834462214,6.3588608872509695,0.16788406343350026,4.406515467768297,2.2638641726878754,1.1896999894792415,7.107624718281867,0.00022532256327686506,0.13719291164986178,1.4738062858305168,0.16027698763990234,0.027476529722121185,0.2823653878158427,1.026848937982732,0.01508488679199626,0.00015509489896060592,3.0323843888656783,3.9075859276325335,12.646472839826295,0.4489394107990425,8.201140930777452,2.794136494314713,0.892926994065988,5.032992228990564,1.563524134248524,0.09002273931540718,0.22461562773485427,0.46224574195211593,0.6966010990422439,1.8940597385973246,3.2528312147421365,0.012734584089397018,1.7496159764301844,0.07049646583197122,0.37032735939997324,0.28096510539872305,1.5188389661948973,1.150588041640921,4.748981704346351,0.0013255629719978322,0.00026746678691793576,0.0010721433880399227,0.0033735460813645603,0.0001693703871365916,0.00021266919811465372,1.1627906976744187,1.1627906976743676
Fjob__other,0.16012018482371693,0.03547707161840795,0.003173305160728604,0.02925635456078368,0.0011086045749700419,0.010989894392726606,0.17722467984525692,0.24640558349724853,0.03885232303267946,0.009109898892298466,0.1063548692481699,0.09250644380428698,0.002701824782710737,0.14193676992484006,0.06269268721308902,0.004426248467675316,8.875635859439444e-05,0.0043527115572004355,0.121037267054102,0.04124904730146519,0.018767861595284364,0.014928087635886418,0.0005669223889503767,0.10454299674291084,0.002520915965268497,0.0300026434864347,0.05133954336333877,0.00015654935252570494,0.00101123467025226,0.011859927311129486,0.011728537572980254,0.008628196013952733,0.010082544717169748,0.021521401084721756,0.006592133946913874,0.005016204237307427,0.10940436221462063,0.25223313990579677,0.037327296908889494,0.3562531517998274,0.1877382324435349,0.00017335905531872523,3.956935065337194e-05,0.43673267543821065,0.1471255462935041,0.08804830671960394,0.004922959249508904,0.3540926027320466,0.17535492021999255,7.855151322423915e-06,3.20646549857127e-07,0.001232304187421536,0.0003123234027732203,3.373071101033092e-06,1.1100612480156431e-05,1.1627906976744167,1.1627906976744395
Fjob__services,0.0030771926793771304,0.0438799081450416,2.2791578063254445e-05,0.0018699085441247836,0.2043132866514596,0.03410345471957409,0.44231272595009047,0.07510525078878325,0.03811289310637135,0.1632446258553955,0.0014441737485881697,0.8129147797027564,0.02060707309719043,1.025629380246734,0.06362824996038506,0.3255002591130269,0.017928071176521516,0.01953283576450833,0.9684831433651145,0.0345501274484043,0.004932358609630889,0.11384825658695531,0.03100555469803696,0.5032312223323284,0.013966539522779353,0.013466272380403994,0.09418219010318828,0.1743986702437055,0.031694816506219976,0.047193567747632885,0.058040238198321235,0.022768585381530308,1.286727828974738,0.12098362657157823,0.008434033370527162,0.06648348318466082,0.12418112589025225,1.9284828070624371,0.232108775306761,0.0856433204065435,0.16953551943560843,0.01478614136074176,0.02236693412833733,0.4021939438697792,0.07956037807460131,0.0705149071694382,0.5445368024765596,0.09109696013185377,0.25047212791214774,4.50202567725302e-05,0.00018886680835252792,0.008173120451909327,0.0027158251280920385,1.0434653002800072e-05,0.0007652094130052187,1.1627906976744187,1.1627906976744917
Fjob__teacher,2.1514353971195845,0.8204934342076667,0.06553632756136732,0.4386926599721414,0.846757020911885,0.014149680088740907,0.007931066159985362,1.9574259283068527,0.6968079282938587,3.5713926089080257,0.4654129065208584,0.498070031285445,0.6329775864951555,5.496954100764811,3.2815244324595274e-05,0.2188518962112879,1.1387762809876376,0.023984897005581585,0.18836728879054232,0.001190860057711294,0.04038835816438959,0.2219230127917889,0.06549809093039184,0.3733149152033393,0.2244913714139588,0.821085740379501,0.048283993754462205,0.2967110954090217,0.5136746030932239,0.3325557072911384,0.622971757309646,0.000933232970724368,3.2012918154714036,0.7421036868025822,0.889202540861659,6.765650238443875e-05,0.4095898987731647,0.895358869590091,0.3405494167245538,2.8411350849187373,0.20149002246086498,0.05141027692211487,0.5002349649521737,5.595957997358957,0.19622618033781114,0.9475773446267672,5.083226240263878,15.653053608556222,0.26257211725037327,0.0007195315392355229,0.0018632242990413463,0.005434892408871701,0.0015849983189012637,4.037854685675521e-05,0.004087450338346906,1.1627906976744184,1.1627906976745084
reason__course,0.10728936246824516,0.026676719307210887,0.020548253977180905,0.012068401591985925,0.15864497699894609,0.03226592807712055,0.015449871110614436,0.16001464200711013,0.026302472815320933,3.3806890237896e-05,0.05663318008547218,0.04858145525046105,0.27283062057764423,0.3330443735244438,0.004100208135367696,0.5227616633701246,0.05761602138819028,0.009762955655122958,0.6168910515990407,0.0006554311321449854,0.3790362963682815,0.3450077882363334,0.042921909503067845,0.10145150733595419,0.00198080436498458,0.10003760889557758,0.12780826899321127,0.09473262791575131,0.12215577526700075,0.02364384901318032,0.00039258676883454784,0.0069896074984846955,0.7834660308453698,0.1378862924575004,0.14442629391226516,0.085639677646028,0.04301224288032833,0.1677213885241265,0.5281549444433278,0.46447605929133196,0.09459130620518562,0.09840280809852534,0.5092063232265476,0.006289535622261622,0.04181136223806741,0.11930238870649515,0.34421528546145896,0.014065428551277365,0.028713237253081725,5.0236410530331915e-05,0.0007207615370631256,0.003205886587019992,0.0008761881422109792,7.623106691848777e-06,0.00030813679005706483,1.1627906976744184,1.162790697674394
reason__home,0.0032233645084435115,0.0005123876282803138,0.0033272131741430423,0.12226224833621285,0.10338623059684181,0.03448802444667238,0.050161226171408155,0.7145322058556018,0.07865380851917175,0.015982583308838783,0.27933014809193474,0.6803855149780876,0.2788445181261974,0.015166973273841509,0.25089983165936225,0.30582325203737,0.1698101579498977,0.022694129900102528,0.526868715278374,0.44057313323132147,0.33505418000148074,0.12369192020787372,0.000295673092579109,0.028157767618743734,0.041014164442574705,0.07668481498385758,0.08858478950132567,0.23445736142811596,0.12641166185573552,0.062296711488634283,0.005911168714763818,0.10593886032265878,0.038028856892665996,0.07707745806964775,2.3914245075032654,0.3699896449145602,0.001033551370520461,0.030090877820625757,0.20051767034887702,0.1590991896110853,6.524085744769505e-06,0.32725577190794697,0.15220337250878138,0.03175124907858401,0.0036605702710457984,0.6530421317720916,0.001552753882551519,0.1977761950637167,0.04784433139630748,0.00021076536405018498,0.0003303374160178387,0.002818447046664585,0.0035047610981927117,5.3856445627488714e-05,8.834639780660637e-05,1.162790697674418,1.1627906976744595
reason__other,0.1238254245950902,0.06399331693505976,0.7134875106248693,0.004100527302382773,0.24100041247247372,0.29947874597338114,0.5702246827309229,1.2615249249984413,0.35098240641558953,0.369041425484494,0.11927974523016026,0.7512389710054985,2.0359343463866533,0.8886146440466185,1.085977705387461,10.20034995302103,1.0528040192499877,0.033171090969379306,0.2924575502249074,0.7685041661435982,0.013046719670257011,0.5954028928699671,0.22759841970460726,0.018799550610794157,2.3445276450493435,0.002863681316732381,0.31447779992493224,0.00035699086903622147,0.7807294898103713,0.7652132774359505,0.45052366601070315,0.1229256438817939,4.260068988950953,0.417211711572261,0.46513288132318004,2.291411586734285,0.5764303074929139,2.171648782821106,0.9961093737910616,4.895361343160312,0.3534623483102789,0.000671747451379708,0.7845290276147076,1.9714374332251459,0.3661322665912594,0.3324151006104755,1.059762214378099,0.5225332733771931,0.10256692979247492,0.0004514426775446243,0.002897296251337421,0.0008427889156729858,7.795880780202138e-07,1.6811243737594755e-06,0.00015300823513284182,1.1627906976744184,1.1627906976746165
reason__reputation,0.2769773670784531,0.12006307775623115,0.02341423840869423,0.04550620545752344,0.14319639974825854,0.02007895178795766,0.027880575395345112,0.0001518296234322541,0.014989550106115737,0.1302992192744045,0.017807266049770138,2.376030014899518,0.1166650106799812,0.4040081507566663,0.08535941925295136,0.29764178169895966,0.22620971982411772,0.0012425213246964313,0.014321995465694255,0.22797273387134423,0.0725895450578494,0.03120003215162033,0.022425481889464784,0.09874677695267302,0.05775816602191159,0.014992581241906366,0.0003209765619317851,0.009457248590536685,0.3502579260962189,0.13248159437850554,0.08460073711454279,0.3677342486977718,3.1034845264065796,1.1367612562376532,0.9144331856045785,0.06785334233010408,0.004754955517279157,0.8129061008709365,0.03584091481570662,0.058431059182739185,0.053008467690187244,0.0342203753152201,1.322540105317321,0.03021562706940877,0.3248448938474423,0.045625928599955255,0.1907554004954227,0.337027050098365,0.1417352721842488,0.000362877842583768,0.0016063316180761592,0.00012599683473828762,0.0005691758740610151,2.249475235211399e-05,0.000981919245022387,1.1627906976744182,1.1627906976744424
nursery__no,0.845945357845907,0.010473925287560248,0.007930470719298748,0.021187333983674516,0.6700726396373061,0.020744062001946395,0.007806442507086444,0.01037498822976429,0.08755826762398192,0.13998735866353657,0.0007371746566370482,0.2482224261601172,0.30340990759441033,1.0969381421484812,0.08394584872371334,0.9323952605501697,0.3735481623054237,0.03641422419639449,0.048206339792917066,1.0605879036035397,0.14286929614082194,0.08836122314687948,0.07327225847153303,0.624147945394719,0.05652275897489712,0.4343776236241964,0.9418890162055457,1.0418255262095766,0.5167255356708016,0.008454197364151867,0.07884415055559296,0.08396216560411164,0.9227222355033404,0.9963235090728415,0.0020490186807479503,0.03351492515163181,2.527297036277283,0.07224143996096276,0.37882224691636307,0.5712214407157327,0.42341894982602507,0.4849824253264033,0.04291482036823342,0.10170538080547678,0.0001352236448772661,0.5614072635968457,0.07219470964550553,0.024360448710766633,0.0023081304728317974,3.6615360925545284e-05,9.740308945146565e-06,5.43640496843706e-10,0.0004825635876443547,6.626500600130788e-05,0.0003955701843563684,1.1627906976744184,1.162790697674525
nursery__yes,0.04563351441283228,0.0005650034202987733,0.0004277997940566557,0.001142925487735357,0.03614627017564829,0.001119013708825074,0.00042110923992441467,0.0005596663785962367,0.004723226424169852,0.00755145127275522,3.9766008532844494e-05,0.013390063030323045,0.01636708596222086,0.05917302111235928,0.004528358790673553,0.05029695141198843,0.02015061054517501,0.0019643219379199754,0.0026004335638551554,0.05721215080416997,0.007706913956233295,0.004766540903157352,0.003952584681752619,0.03366891726249979,0.0030490528878861904,0.02343198335970691,0.050809080749318745,0.05620003671041048,0.027874143360223067,0.00045605160391013334,0.004253153761500442,0.004529238985345634,0.0497751516009291,0.053745484610131386,0.00011053187139434849,0.0018079227053700436,0.1363320274304,0.0038969784053863566,0.020435114755613097,0.030813860027787607,0.022840830758564933,0.026161799093569957,0.0023149888531625033,0.005486375588923902,7.294478408357975e-06,0.03028444593637903,0.003894457594196596,0.0013140953810261377,0.00012450934829509315,1.9751720191286596e-06,5.254293608067958e-07,2.932603861908688e-11,2.60313177764935e-05,3.574586794824178e-06,2.1338562285122653e-05,1.1627906976744193,1.1627906976744442
internet__no,1.1224247603381152,0.029575016398997036,0.6369484043713413,0.016564171945681275,0.074470690222369,0.33812773258238676,0.447955377369841,1.613371912181609,0.011086240577886639,0.7025531285105107,0.08776704042918923,0.8845464280221883,0.05636935426689834,0.0003296628183976925,0.0049095792797896175,0.12796045197563055,0.1451787807916638,0.20285036769264858,1.0573742045581962,0.5107562540899363,0.40222192633335446,0.028468957764563457,0.4745600287353684,0.012391690630326692,0.02183979647608259,0.07958259676646577,0.09957430866310249,0.5620959338350172,0.383642603082323,0.733966787956078,2.648096036065021,0.5085104196057306,0.037811890339534714,0.050768052627056526,0.030999244869566192,0.09608898499243466,0.18590154730661773,1.1176887398199216,0.7098107472902075,2.3683625338651755,0.24617259118958962,1.5754245157888818,2.534067510296828,0.4661327407148091,0.26793883536293245,0.6771300201753878,0.15729925248924115,0.0008260873320364,0.3272694001923018,3.298055817350577e-05,0.0006191728200893901,0.00016303703682330072,0.0018742121241485036,0.0003572608109481397,0.00027710846187746914,1.1627906976744196,1.1627906976743847
internet__yes,0.0359685727573677,0.0009477438192179728,0.02041127907621921,0.0005308058453863041,0.002386444538828379,0.010835445172297939,0.014354918166744267,0.05170118038960253,0.0003552632344917929,0.022513610009043575,0.0028125316644165613,0.028345661711883147,0.0018063796272847676,1.0564183442785336e-05,0.0001573295295802078,0.00410054641485692,0.00465231499183773,0.006500425210696456,0.03388400038231372,0.016367398631673434,0.012889370524552336,0.0009122997058374386,0.015207475391192042,0.0003970969295879001,0.0006998654487267879,0.002550257730551646,0.0031909005329092415,0.018012600226918498,0.012293988309412945,0.023520273916745247,0.08485934942579956,0.01629542992258879,0.001211697903351148,0.0016268835642186921,0.000993383818598749,0.003079211872376026,0.005957293144523112,0.035816804991180944,0.022746183450353116,0.07589517188616823,0.007888704053895803,0.05048514013787715,0.08120525743635204,0.014937419407908584,0.00858621248819659,0.021698915827141316,0.005040720596839253,2.6472315433726333e-05,0.010487485351384088,1.056875835389374e-06,1.9841653013721874e-05,5.224590305254991e-06,6.0059914509913884e-05,1.1448572700322181e-05,8.880057019551554e-06,1.1627906976744178,1.1627906976744722
guardian.m__father,0.054661783654692334,0.007318227786722901,0.5839229838114137,1.1955301257152071,2.0864813083035614,0.3876155357045456,3.2485492875933275,1.618397288457555,0.07258564702982348,0.008228355409103416,0.0005645676419478415,0.012901441432301423,0.005060768413272283,0.09289017129926705,0.06431428507725061,0.1849946650799313,0.006348752408658264,0.003746162610101923,0.004200929551383896,0.032259158895447455,5.384176754647021e-06,0.0003187835701633999,0.00027966127646043474,0.0010696867698161735,0.0005745518550875961,0.000602089024181922,1.0015433652401289e-05,0.0002605331358155704,0.015902395748692174,0.01038673103049662,0.00027809053267673284,0.007333089576957856,0.08491682532254548,0.0011967310883364446,0.06271920427160042,0.0011950777282498713,0.02536684087963819,0.01448729663358612,0.112097248785935,0.16012495344545458,0.08146096181232144,0.0005688845026454457,0.010541708006088025,0.13137309524032204,0.0004174909558659398,0.0243928964601719,0.007454790851708508,0.0745172066798928,0.007983804338272872,1.1007851793915857,9.49484941535011,1.7570821667430336,1.0826627983108903,2.724952588902705,17.66219199414336,1.162790697674419,1.1627906976744535
guardian.m__mother,5.796753786638232e-06,3.619742400830005e-05,0.0016392838713934184,0.209852566433747,0.5952581107965171,0.0171106851167189,0.2017220647368137,0.06941686587920987,0.00018144066948424771,0.002756522247757995,0.005929589228515768,0.002058074293141566,0.0037118866182688603,0.013150190765437067,0.0011952620250048613,0.01486151684033593,0.0007359050062749996,0.00046140098329438243,0.0010350574599583089,0.009814811564620914,0.0003622745294979855,1.2746112630061481e-05,0.0014448982923050604,0.00048789054322576276,6.581419824296221e-05,0.0003352635502606704,7.644706328556542e-05,0.0010033121428032227,0.000571007827843754,6.184474387371142e-05,4.7019709592827533e-07,6.727034966071593e-05,0.00573282328900863,0.0007015350522861173,0.009085584674585359,0.00025018758262379456,0.0019476367673761747,0.00294242236386063,0.01012221886767889,0.024231334659446546,0.011940090099789724,0.00048038395173578916,0.000626797016621236,0.011637684028070515,0.00029954093732707104,0.0041602019000285505,0.00212959759598867,0.012832144526655353,0.0016545320550726257,0.12047402641371988,1.040527676172194,0.19322470725658586,0.11929402459112573,0.2980740470638977,1.9338778873111726,1.162790697674416,1.1627906976744338
guardian.m__other,1.8799451352485723,0.3480456074809632,13.324004412964547,2.738386463936734,25.454730408123144,1.6710955209581924,6.408459275620746,7.327954159845175,1.6920677661715535,2.011583532555989,1.4122105768094009,0.017880042256636593,0.41286960720321547,0.056422532074410066,0.7193566479496682,0.12317313251550153,0.00017109810393801315,0.0004444995769913198,0.8493363725042214,0.46408591521683196,0.09855913195955705,0.026539611549047482,0.31160468143431264,0.037491008435053985,9.652984701846364e-06,0.2063554788458368,0.02831699216146008,0.2048591363240491,0.09394957038771715,0.19756103600002073,0.006898862054914195,0.39439607108257757,0.12674088109093248,0.42508976526517384,0.045760734675407894,0.21947019038430454,0.021705268776645192,0.06138246220077544,0.030627257382459583,0.15967200873560936,0.06492316850922794,0.05810778555234082,0.023607364890137643,0.042974878283383276,0.17113011906117545,0.04853243004112056,0.09126203119050501,0.15556644760424157,0.03645328455181011,2.4216644483814997e-06,4.93660758087446e-05,0.00025928235225233917,0.000341495198294013,2.3876791890994466e-05,8.221951489323765e-07,1.1627906976744184,1.1627906976743854
schoolsup.m__no,0.007756996926387269,0.01059630401018396,0.10486500845606402,0.05235851442645089,0.02552406749816633,0.024939540713271126,0.016601480933591217,0.024339019727641943,0.022411311918252932,0.06492827396776078,0.0001084670902759588,0.004909067848669686,0.009264424209874996,0.003853097916523843,0.0007960836538844304,0.007271652676720272,0.0014566157775683544,0.0014754044314040594,0.00010378157616083785,0.0005836229237321617,0.001711869612622252,0.0014032182294193896,3.808241485998317e-05,0.000715408644032699,0.00020202664045442211,1.5724448078579148e-05,0.002674353188708734,2.3447229510291364e-05,0.0004182615719435628,0.0021898006676893387,0.0002912863955198122,5.82836612224841e-06,0.002024405894815963,0.006693554332826733,0.00022251644394424245,2.7686703902809557e-05,2.540498078026602e-05,1.5758634967030866e-05,1.899216035628547e-05,0.0018933241943276096,9.436750619629854e-05,0.001623491836652931,0.004799313206660771,5.814793851481793e-06,0.0025603720855986185,4.944687532120515e-05,0.001417031780493297,0.0006676331858536032,9.118347633722632e-06,0.033745244266696374,0.1882506987632497,0.3099304304011477,0.5036098079543414,0.3233918120908303,0.02754533629010772,1.1627906976744182,1.162790697674454
schoolsup.m__yes,0.32674522885502605,0.446344353579302,4.41719153842938,2.2054791230589696,1.075141237664978,1.0505194233320634,0.6992982901058015,1.025223890957393,0.9440237389756662,2.7349506436685322,0.004568920752681334,0.2067829229404461,0.39024205338643375,0.1623026762138676,0.03353314925153067,0.3063012452572667,0.06135650949871882,0.06214793729683235,0.004371554504328052,0.0245837413098887,0.0721084762124205,0.059107263526881615,0.0016041320470875403,0.030134904440164194,0.00850989648397837,0.0006623553463810427,0.11265083033760895,0.0009876593280957384,0.01761828376920763,0.09224019644471858,0.012269753471567328,0.0002455061978930096,0.08527333111954565,0.2819502138634456,0.009372981205295911,0.0011662372034968364,0.001070124990106482,0.0006637953885517478,0.0008000000310631618,0.0797518231659884,0.003975008975922452,0.06838577051731325,0.20215976710302544,0.0002449344979478549,0.10784964477902996,0.00208283318226356,0.059689126836843805,0.028122475769053468,0.00038408892160621483,1.4214389492900765,7.929617380700316,13.055089536786921,21.21337722771609,13.622118540763061,1.1602824257118298,1.162790697674419,1.1627906976744806
famsup.m__no,1.1125779674744918,0.09302251365891273,0.27531840393638823,0.7860987278876748,0.02696487614514268,0.14426865963538824,0.257746229369357,0.2439048930732909,0.04402073951657548,0.5594145129241687,0.12995238283797275,0.02478181006664753,0.056201025288697956,1.8042532796152672e-08,0.03903051936213188,0.1504159547655189,0.023150913273304576,0.0034038044779710363,0.006094859048130763,0.0034253827964722252,0.004708004352169064,0.00013991558495805606,0.009024023094815226,0.0010357655454075276,0.03291142135387114,0.0015904895057308624,0.08726217748382513,0.017380981354231897,0.0007081733154514389,0.03220452711023936,0.015397969538113291,0.0004614775921335129,0.0072637069463568705,0.19086171732975057,0.011140072114799502,0.026328341382152145,0.0011058430140099677,0.039425873057764904,0.01564799590268208,0.09411513942546236,0.00041593041115123156,0.012869355737663471,0.01758632015355899,4.15133988547738e-05,0.0615623965876649,0.01635719094217088,5.302339549949129e-05,0.014712346391305631,0.0003396178240941213,0.044075740735589994,2.5922822925287248,7.691797150962911,0.06662293433548581,0.014880733795901149,10.231185741499392,1.1627906976744173,1.1627906976744047
famsup.m__yes,0.40728791634685196,0.03405329502208913,0.10078741656706708,0.2877717537864347,0.009871189741997055,0.052813271064886064,0.09435466796488587,0.08928768912449261,0.016114929288463174,0.20478813890254136,0.04757242798051349,0.00907202198894855,0.02057383765953038,6.6049353869886925e-09,0.014288130243153086,0.055063647306295545,0.008474990071944797,0.0012460505906222534,0.002231180658534721,0.001253949891738737,0.0017234866578380496,5.121971558665258e-05,0.003303476853578288,0.0003791687442548319,0.012048076286877115,0.0005822397851640883,0.031944575106005665,0.00636275738580171,0.0002592451428077326,0.011789299381362922,0.005636824665318775,0.00016893579815126556,0.002659067637166349,0.06986986389643549,0.0040781112804971435,0.009638169742608439,0.0004048224125858209,0.014432859680209997,0.005728353277275842,0.03445327891968016,0.00015226207551780472,0.004711160238969495,0.006437926959681354,1.5197052444261633e-05,0.022536506172618383,0.0059879724485708795,1.941058415855223e-05,0.005385834594486931,0.0001243258809479341,0.016135063906030773,0.948971923202414,2.8157811193129207,0.02438904679015043,0.005447477155354752,3.745389936016145,1.162790697674418,1.1627906976744642
paid.m__no,0.2554526493807484,0.03984739530750131,0.11892125329108763,2.3411917011487273e-05,0.0035826012442307384,0.0007575475173093296,0.07273435737113737,0.055768870379902524,0.009971293857983102,0.06861679475294344,0.0907482075278105,0.033817340321229926,0.5955034373121424,0.03890992684585919,0.0020864599258392817,0.11373132873851957,0.015826167750226675,1.0750281521446729e-05,0.018320305368329615,0.04163688040423542,0.0010232483317095598,0.03227730144945092,0.005140711617316441,0.00047776649719279943,0.003350930850728152,0.04493932887336674,0.0349837829856243,2.1883953269621135e-05,0.023807697506211273,0.02384057559732641,0.017861449944602776,0.004959302416036931,0.0003470053367906241,0.0031274435373090563,0.014936915313820437,0.10339935878666319,0.05188501928079726,0.3168926498323891,0.11603807737617972,1.5609771008790958,0.0027984199514431768,0.0002381436075816435,0.042082888212297886,0.3195473814274566,0.12618476354529015,0.2767975120666099,0.006130658779552262,0.030513172051980016,0.0026739949012093097,0.0009814015521615504,0.01310106299212706,0.004450985442432982,0.0005844591879811515,0.0001316771829020397,0.0003972389999008059,1.162790697674416,1.162790697674428
paid.m__yes,0.3426664620711154,0.05345165143470095,0.1595220297346854,3.140495427264558e-05,0.00480573325956136,0.0010161809957204072,0.09756651564116468,0.0748088600885889,0.013375582507636432,0.09204318042364726,0.12173045489342908,0.04536288189855063,0.7988136216618085,0.052194122879671755,0.0027987959521017292,0.15256021865480207,0.021229362561948278,1.4420523506615957e-05,0.024575021006225842,0.055852082702543944,0.0013725944377443987,0.04329706002148723,0.006895796409643571,0.0006408802401777185,0.0044949685276214485,0.06028201653111304,0.04692755849120205,2.935533008253713e-05,0.03193585775794078,0.03197996072257783,0.023959508248649185,0.006652452489193822,0.00046547605345295396,0.004195180652284335,0.020036511413173107,0.13870082201824252,0.06959902758707637,0.4250826266145153,0.15565451184953125,2.093908604310516,0.003753825479887445,0.00031944795903535953,0.05645036155389049,0.4286437072517124,0.16926536716750795,0.3712986512368513,0.008223720361667793,0.0409306411147644,0.0035869206078495575,0.0013164607944585694,0.017573882736261433,0.005970591567494961,0.0007839987671166079,0.00017663294749192528,0.000532859937154852,1.1627906976744184,1.1627906976744973
activities.m__no,0.3110133636105,0.013827171395823864,0.09153291296430723,0.6070471426048882,0.32078849320561054,0.43298471129214894,0.39972329081527613,0.13877398830090884,0.1018619231079315,0.11803078191888396,0.026753889035009946,0.002560913479609437,0.01295881193372055,0.004716085935718109,0.0009601084016137992,0.04316464708196004,0.01686781563835902,0.013060739056065557,0.027183346199985733,0.013842384716388989,0.00010052328910024004,0.021743480723439852,0.0002499436358155289,0.0015984712305400612,0.0030017088461948968,0.002379295721449831,0.011044253409418149,0.004538759002371697,0.006445992865024436,0.00943193122178353,0.0004329112780340498,0.001864653210892683,0.08652592311188825,0.026641574221573195,0.008076026344814528,0.00015229598849184883,5.25642806434399e-06,0.0156388181877189,0.022267418728878566,0.03450702732361704,0.005252202250156285,0.0035747572110630186,0.015513441739640671,0.002168328561918354,0.01893326264850785,3.06802832949985e-05,0.015169219230402754,0.0063482958346223195,0.0005659946769044333,0.005880669352562082,1.4317603361979732,5.195929971007502,0.4683774169331785,4.707831893154898,1.5352090134748748,1.1627906976744167,1.1627906976744702
activities.m__yes,0.25219942093620495,0.01121239479464827,0.07422365192999368,0.4922519600722443,0.2601260321751686,0.35110547082107113,0.3241339256552877,0.11253124008628697,0.08259940256278152,0.09571066177680151,0.021694615447042397,0.002076633907712291,0.01050824578007024,0.0038242541357902254,0.0007785478415204869,0.035002029728276374,0.013678040348711121,0.010590898052418586,0.022042860445477493,0.011224731211940881,8.151390990849343e-05,0.01763169654168491,0.0002026782369979074,0.0012961935591624583,0.0024340730058708794,0.0019293608358807634,0.008955738371474599,0.0036804604756491,0.0052270283470969596,0.007648313129795035,0.000351045924102714,0.0015120394010557882,0.07016350503870078,0.02160353983992848,0.006548815600665105,0.00012349617284178584,4.262415282196109e-06,0.012681451514760914,0.018056555653988438,0.027981602488775983,0.004258988587345936,0.002898755500894447,0.012579784283368188,0.0017582884586274854,0.01535290259220686,2.4878511943443693e-05,0.012300655706720521,0.005147806238411421,0.000458962689291462,0.004768609902212646,1.1610084001431547,4.213357634221493,0.37980526611088145,3.8175609675889635,1.2448944949489904,1.1627906976744187,1.1627906976744142
higher.m__no,7.966889268615162,2.7286560508507884,1.5252979619829736,5.833316012469009,4.754153185492733,0.001018043805174922,2.002066555710394,4.100429831179393,1.145469222756224,4.842100386439049,0.8332106187118302,2.896391018230261,0.0034952555239598487,1.2072064406839806,1.9990990198084413,1.2130257835234148,0.39934520907738597,0.02502990047497243,0.01467647459046951,0.018354130724413303,0.12859347872900292,0.16714672762794347,0.04116072022000857,0.12151375817272983,0.03392760043524158,0.8188415791702004,1.399126362207507,0.4848853287335808,0.6244513227774241,0.09990498970483737,0.2215643876070577,0.01926912425345315,0.07666119688680553,0.05765929503043606,0.1407350735421683,0.09074599465672367,0.14138560328146765,0.2994059869170155,0.0393545234188603,0.9234943085831098,0.271502679331881,0.4810159345364253,0.040342493015370205,0.016105553062849207,0.001012638820187054,0.05224807476596672,0.038582289993711466,0.16648897344293742,0.010908554093511496,45.64284936136011,16.907294895489027,9.89123642673713,14.43717637831498,0.6195986897626542,12.143004172557955,1.1627906976744193,1.1627906976742417
